arrival_rate,service rate,avg turnaround,total throughput,cpu util,avg#processes
10,25.0,0.0704686031526888,10.055660833714185,0.4093499366074815,1.2977106867939618
11,25.0,0.0717245045669051,11.031251946194446,0.4346722708803181,1.360455817672931
12,25.0,0.07302052687608439,12.11003344371223,0.48139733293294024,1.3885611438856114
13,25.0,0.083714788790753,13.172554734024153,0.525196306987172,1.5749
14,25.0,0.09542119829401369,14.163992234974387,0.5695403663490046,1.7615238476152384
15,25.0,0.09536610176700241,14.983556392997981,0.5956195389304798,1.8221
16,25.0,0.1137036337630448,16.01419352792325,0.6496332213606953,2.150854743576927
17,25.0,0.13079224405874915,17.07858168519665,0.6813960680031186,2.5742831451693475
18,25.0,0.14681665197212837,18.003389716761237,0.7194245166164507,2.9055566660004
19,25.0,0.19501047347380404,19.05702245686265,0.777985133857581,3.958604139586041
20,25.0,0.20776839134685074,20.015772235488328,0.8005218716859046,4.377835515139402
21,25.0,0.23744191993260114,20.601391663253622,0.8289920829758716,5.098730888378135
22,25.0,0.32499626697574296,22.22881351867749,0.8796867109557523,7.369612928970471
23,25.0,0.5687087496710839,23.283928818181185,0.9361708145919527,13.354964503549645
24,25.0,1.0998469671894138,24.115965823535962,0.9530169984904487,26.81714628297362
25,25.0,3.5235505090179706,24.712701533311154,0.996070613874134,87.80077158967256
26,25.0,9.549514437151796,25.06051539222196,0.9994316301813115,248.9804822043628
27,25.0,14.457453627587189,24.705803706846783,0.9990103857752011,394.34291258547404
28,25.0,26.631193689125368,24.821238310947376,0.9995954078416578,767.3692602596498
29,25.0,27.855451326997084,24.702470149311612,0.9994947440673171,811.363557932879
30,25.0,28.78748373888036,25.39354776616514,0.9997241068575021,901.5065252168056
